Senario Name,Test Name,Browser Name,Os Name,Test Status,Test Data Row,Link to Screen Shot,Error Log,Test Type
RestApiTests,dsnDataWithAPIGet,API,WIN10,Pass, ,NA,"NA",Smoke
RestApiTests,loginTestWithAPIPost,API,WIN10,Pass, ,NA,"NA",Smoke
HealthCheck,IPTraceAndValiadte,Console,win10,Pass,TD 1,NA,"NA",Smoke
HealthCheck,IPPingAndValiadte,Console,win10,Pass,TD 1,NA,"NA",Smoke
IFusionTest,loginApplication,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,updateSource,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,loginApplication,firefox,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,updateSource,firefox,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,createSource,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,dsnSource,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,editDSN,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,editSource,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,logOutApplication,chrome,WIN10,Fail,DR1,file://D:/streamlined/HarmonyCoreiFusion/ScreenShots/IFusionTest_logOutApplication_WIN10_chrome.png,"java.lang.AssertionError: Test case failed due to exception Failed: to click WebElement unknown error: Element is not clickable at point (1322  -58)   (Session info: chrome=61.0.3163.100)   (Driver info: chromedriver=2.29.461591 (62ebf098771772160f391d75e589dc567915b233) platform=Windows NT 10.0.10240 x86_64) (WARNING: The server did not provide any stacktrace information) Command duration or timeout: 0 milliseconds Build info: version: '3.6.0'  revision: '6fbf3ec767'  time: '2017-09-27T15:28:36.4Z' System info: host: 'IM-LP-719'  ip: '192.168.99.1'  os.name: 'Windows 10'  os.arch: 'amd64'  os.version: '10.0'  java.version: '1.8.0_131' Driver info: org.openqa.selenium.chrome.ChromeDriver Capabilities [{applicationCacheEnabled=false  rotatable=false  mobileEmulationEnabled=false  networkConnectionEnabled=false  chrome={chromedriverVersion=2.29.461591 (62ebf098771772160f391d75e589dc567915b233)  userDataDir=C:\Users\CPINNA~1\AppData\Local\Temp\scoped_dir3004_14337}  takesHeapSnapshot=true  pageLoadStrategy=normal  unhandledPromptBehavior=  databaseEnabled=false  handlesAlerts=true  hasTouchScreen=false  version=61.0.3163.100  platform=XP  browserConnectionEnabled=false  nativeEvents=true  acceptSslCerts=true  locationContextEnabled=true  webStorageEnabled=true  browserName=chrome  takesScreenshot=true  javascriptEnabled=true  platformName=XP  cssSelectorsEnabled=true  unexpectedAlertBehaviour=}] Session ID: c08d2bc44c49744b9740d13090d2a087 expected [true] but found [false]",Smoke
IFusionTest,createSource,firefox,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,dsnSource,firefox,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,editDSN,firefox,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,editSource,firefox,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,logOutApplication,firefox,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,loginApplicationFailure,firefox,WIN10,Fail,DR2,file://D:/streamlined/HarmonyCoreiFusion/ScreenShots/IFusionTest_loginApplicationFailure_WIN10_firefox.png,"java.lang.AssertionError: expected [true] but found [false]",Smoke
IFusionTest,loginApplicationFailure,chrome,WIN10,Fail,DR2,file://D:/streamlined/HarmonyCoreiFusion/ScreenShots/IFusionTest_loginApplicationFailure_WIN10_chrome.png,"java.lang.AssertionError: Test case failed due to exception no such element: Unable to locate element: {""method"":""id"" ""selector"":""email""}   (Session info: chrome=61.0.3163.100)   (Driver info: chromedriver=2.29.461591 (62ebf098771772160f391d75e589dc567915b233) platform=Windows NT 10.0.10240 x86_64) (WARNING: The server did not provide any stacktrace information) Command duration or timeout: 0 milliseconds For documentation on this error  please visit: http://seleniumhq.org/exceptions/no_such_element.html Build info: version: '3.6.0'  revision: '6fbf3ec767'  time: '2017-09-27T15:28:36.4Z' System info: host: 'IM-LP-719'  ip: '192.168.99.1'  os.name: 'Windows 10'  os.arch: 'amd64'  os.version: '10.0'  java.version: '1.8.0_131' Driver info: org.openqa.selenium.chrome.ChromeDriver Capabilities [{applicationCacheEnabled=false  rotatable=false  mobileEmulationEnabled=false  networkConnectionEnabled=false  chrome={chromedriverVersion=2.29.461591 (62ebf098771772160f391d75e589dc567915b233)  userDataDir=C:\Users\CPINNA~1\AppData\Local\Temp\scoped_dir3004_14337}  takesHeapSnapshot=true  pageLoadStrategy=normal  unhandledPromptBehavior=  databaseEnabled=false  handlesAlerts=true  hasTouchScreen=false  version=61.0.3163.100  platform=XP  browserConnectionEnabled=false  nativeEvents=true  acceptSslCerts=true  locationContextEnabled=true  webStorageEnabled=true  browserName=chrome  takesScreenshot=true  javascriptEnabled=true  platformName=XP  cssSelectorsEnabled=true  unexpectedAlertBehaviour=}] Session ID: c08d2bc44c49744b9740d13090d2a087 *** Element info: {Using=id  value=email} expected [true] but found [false]",Smoke
