Senario Name,Test Name,Browser Name,Os Name,Test Status,Test Data Row,Link to Screen Shot,Error Log,Test Type
RestApiTests,dsnDataWithAPIGet,API,WIN10,Pass, ,NA,"NA",Smoke
RestApiTests,loginTestWithAPIPost,API,WIN10,Pass, ,NA,"NA",Smoke
HealthCheck,IPTraceAndValiadte,Console,win10,Pass,TD 1,NA,"NA",Smoke
HealthCheck,IPPingAndValiadte,Console,win10,Pass,TD 1,NA,"NA",Smoke
IFusionTest,loginApplication,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,updateSource,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,loginApplication,firefox,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,updateSource,firefox,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,createSource,firefox,WIN10,Fail,DR1,file://D:/streamlined/HarmonyCoreiFusion/ScreenShots/IFusionTest_createSource_WIN10_firefox.png,"java.lang.AssertionError: Test case failed due to exception Failed: to click WebElement  Build info: version: '3.6.0'  revision: '6fbf3ec767'  time: '2017-09-27T15:28:36.4Z' System info: host: 'IM-LP-719'  ip: '192.168.99.1'  os.name: 'Windows 10'  os.arch: 'amd64'  os.version: '10.0'  java.version: '1.8.0_131' Driver info: org.openqa.selenium.firefox.FirefoxDriver Capabilities [{moz:profile=C:\Users\cpinnamaraju\AppData\Local\Temp\rust_mozprofile.jIwIvmPCKMnT  rotatable=false  timeouts={implicit=0  pageLoad=300000  script=30000}  pageLoadStrategy=normal  moz:headless=false  platform=XP  specificationLevel=0  moz:accessibilityChecks=false  acceptInsecureCerts=true  browserVersion=56.0.2  platformVersion=10.0  moz:processID=14428  browserName=firefox  javascriptEnabled=true  platformName=XP}] Session ID: bf6c64f3-1a05-42e9-a021-9580e97237ea expected [true] but found [false]",Smoke
IFusionTest,createSource,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,dsnSource,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,editDSN,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,editSource,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,logOutApplication,chrome,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,loginApplicationFailure,chrome,WIN10,Fail,DR2,file://D:/streamlined/HarmonyCoreiFusion/ScreenShots/IFusionTest_loginApplicationFailure_WIN10_chrome.png,"java.lang.AssertionError: expected [true] but found [false]",Smoke
IFusionTest,dsnSource,firefox,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,editDSN,firefox,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,editSource,firefox,WIN10,Pass,DR1,NA,"NA",Smoke
IFusionTest,logOutApplication,firefox,WIN10,Fail,DR1,file://D:/streamlined/HarmonyCoreiFusion/ScreenShots/IFusionTest_logOutApplication_WIN10_firefox.png,"java.lang.AssertionError: Test case failed due to exception Unable to locate element: #email For documentation on this error  please visit: http://seleniumhq.org/exceptions/no_such_element.html Build info: version: '3.6.0'  revision: '6fbf3ec767'  time: '2017-09-27T15:28:36.4Z' System info: host: 'IM-LP-719'  ip: '192.168.99.1'  os.name: 'Windows 10'  os.arch: 'amd64'  os.version: '10.0'  java.version: '1.8.0_131' Driver info: org.openqa.selenium.firefox.FirefoxDriver Capabilities [{moz:profile=C:\Users\cpinnamaraju\AppData\Local\Temp\rust_mozprofile.jIwIvmPCKMnT  rotatable=false  timeouts={implicit=0  pageLoad=300000  script=30000}  pageLoadStrategy=normal  moz:headless=false  platform=XP  specificationLevel=0  moz:accessibilityChecks=false  acceptInsecureCerts=true  browserVersion=56.0.2  platformVersion=10.0  moz:processID=14428  browserName=firefox  javascriptEnabled=true  platformName=XP}] Session ID: bf6c64f3-1a05-42e9-a021-9580e97237ea *** Element info: {Using=id  value=email} expected [true] but found [false]",Smoke
IFusionTest,loginApplicationFailure,firefox,WIN10,Skipped,DR1,NA,"NA",Smoke
